Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR5204379,2017-01-27 00:00:00,2017-01-26 05:24:34,17144737,4283933660,17144737,249,1565,,https://sra-download.ncbi.nlm.nih.gov/traces/sra41/SRR/005082/SRR5204379,SRX2518305,WSD1_1,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP097820,PRJNA368751,,368751,SRS1940973,SAMN06272699,simple,8839,Anas platyrhynchos,duck shell gland (uterine part of oviduct),,,,,female,,no,,,,,,SRA531484,,public,8418D429A94C5BDC4B5519C8571B8A90,580E9CF64B227902539E8BB42C782317
SRR5204380,2017-01-27 00:00:00,2017-01-26 05:36:49,15285837,3828750687,15285837,250,1360,,https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/005082/SRR5204380,SRX2518306,WSD1_2,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP097820,PRJNA368751,,368751,SRS1940973,SAMN06272699,simple,8839,Anas platyrhynchos,duck shell gland (uterine part of oviduct),,,,,female,,no,,,,,,SRA531484,,public,D1306B878B2D8A39A9469C4C918EE4F0,8B7CF67EFB1E8249E3803B65A3EDF35B
SRR5204381,2017-01-27 00:00:00,2017-01-26 05:42:52,18109478,4527965757,18109478,250,1644,,https://sra-download.ncbi.nlm.nih.gov/traces/sra40/SRR/005082/SRR5204381,SRX2518307,WSD1_3,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP097820,PRJNA368751,,368751,SRS1940973,SAMN06272699,simple,8839,Anas platyrhynchos,duck shell gland (uterine part of oviduct),,,,,female,,no,,,,,,SRA531484,,public,7BB9B92BB1536CDDFB3225E20AC7F9C2,CBA084E88F22DF07422B76E0CCB88E2C
SRR5315024,2017-04-11 13:09:33,2017-03-06 17:57:09,166282537,8314126850,0,50,6049,,https://sra-download.ncbi.nlm.nih.gov/traces/sra46/SRR/005190/SRR5315024,SRX2488335,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP096694,PRJNA361113,2,361113,SRS1918304,SAMN06220447,simple,9031,Gallus gallus,GSM2454692,,,,,,,no,,,,,GEO,SRA527066,,public,A357CE4D93C2AC01552F39EACE1EF5A1,BF4EB6BE6F541FFD941A8D8E20D5EA88
SRR5315025,2017-04-11 13:09:33,2017-03-06 17:18:31,42485,2124250,0,50,0,,https://sra-download.ncbi.nlm.nih.gov/traces/sra46/SRR/005190/SRR5315025,SRX2488335,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP096694,PRJNA361113,2,361113,SRS1918304,SAMN06220447,simple,9031,Gallus gallus,GSM2454692,,,,,,,no,,,,,GEO,SRA527066,,public,53E4863971903517D084EE30621E17DE,28146D95CDB03D6AC7FC05FDB60C3E9B
SRR5437681,2017-09-18 09:59:11,2017-04-11 18:12:54,25373601,3806040150,25373601,150,2535,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/005310/SRR5437681,SRX2727618,LF_LV_RNA_4,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP102082,PRJNA379603,,379603,SRS2115913,SAMN06612120,simple,9031,Gallus gallus,LF_LV_RNA_4,,,,,male,,no,,,,,,SRA553271,,public,B108D10120BDD8FC21B52F3B02255FCF,451E1A65180028686502F5DEC74DA24A
SRR5437682,2017-09-18 09:59:11,2017-04-11 18:16:13,36181114,5427167100,36181114,150,3590,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/005310/SRR5437682,SRX2727619,LF_LV_RNA_3,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP102082,PRJNA379603,,379603,SRS2115915,SAMN06612119,simple,9031,Gallus gallus,LF_LV_RNA_3,,,,,male,,no,,,,,,SRA553271,,public,4AE25A9F60AB4479C130424F666D273D,3F039998D9D49A12ED4A6AC864268F4F
SRR5437683,2017-09-18 09:59:11,2017-04-11 18:15:51,34336305,5150445750,34336305,150,3396,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/005310/SRR5437683,SRX2727620,LF_LV_RNA_2,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP102082,PRJNA379603,,379603,SRS2115916,SAMN06612118,simple,9031,Gallus gallus,LF_LV_RNA_2,,,,,male,,no,,,,,,SRA553271,,public,B39CA4686EC9203D593D5170176B4D92,29859CAD54F12013A2E26EFE3DBB00C4
SRR5437684,2017-09-18 09:59:11,2017-04-11 18:17:01,33769668,5065450200,33769668,150,3333,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/005310/SRR5437684,SRX2727621,LF_LV_RNA_1,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP102082,PRJNA379603,,379603,SRS2115917,SAMN06612117,simple,9031,Gallus gallus,LF_LV_RNA_1,,,,,male,,no,,,,,,SRA553271,,public,763B85C5751BA18AF34364F0122F595D,FBCDC42F5CA389A7F72DB52F2DD68D06
SRR5437685,2017-09-18 09:59:11,2017-04-11 18:16:57,28829182,4324377300,28829182,150,2854,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/005310/SRR5437685,SRX2727622,FL_LV_RNA_4,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP102082,PRJNA379603,,379603,SRS2115918,SAMN06612116,simple,9031,Gallus gallus,FL_LV_RNA_4,,,,,male,,no,,,,,,SRA553271,,public,9150D1B7CE9C9F747DA99F9EB51A5EC0,0B2ECFEBE8157A64067FDC8BDE49358A
SRR5437686,2017-09-18 09:59:11,2017-04-11 18:19:54,35209324,5281398600,35209324,150,3480,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/005310/SRR5437686,SRX2727623,FL_LV_RNA_3,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP102082,PRJNA379603,,379603,SRS2115919,SAMN06612115,simple,9031,Gallus gallus,FL_LV_RNA_3,,,,,male,,no,,,,,,SRA553271,,public,5E4ABD3D82B3A410137E9D974334CDB6,2A858B697F7ABB8DFD28E212BCD1570F
SRR5437687,2017-09-18 09:59:11,2017-04-11 18:26:54,29329708,4399456200,29329708,150,2888,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/005310/SRR5437687,SRX2727624,FL_LV_RNA_2,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP102082,PRJNA379603,,379603,SRS2115920,SAMN06612114,simple,9031,Gallus gallus,FL_LV_RNA_2,,,,,male,,no,,,,,,SRA553271,,public,3F49C76ECA9C0D075DF67AD773241D8F,DC162930DD8193D04C63730B293F9553
SRR5437688,2017-09-18 09:59:11,2017-04-11 18:20:06,35610652,5341597800,35610652,150,3555,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/005310/SRR5437688,SRX2727625,FL_LV_RNA_1,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP102082,PRJNA379603,,379603,SRS2115921,SAMN06612113,simple,9031,Gallus gallus,FL_LV_RNA_1,,,,,male,,no,,,,,,SRA553271,,public,ED6CF09D2D1E801D3C6F655E0560B905,E8FA2DF9F92F19249FBCA1F8973AD61E
SRR5437689,2017-09-18 09:59:11,2017-04-11 18:24:47,27484237,4122635550,27484237,150,2721,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/005310/SRR5437689,SRX2727626,FF_LV_RNA_2,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP102082,PRJNA379603,,379603,SRS2115922,SAMN06612112,simple,9031,Gallus gallus,FF_LV_RNA_2,,,,,male,,no,,,,,,SRA553271,,public,F0E1AE867D5173E2DF2F8DB2FED2232D,DEB3F77D6397A28FF47D9DC7F997BE95
SRR5437690,2017-09-18 09:59:11,2017-04-11 18:19:03,32575278,4886291700,32575278,150,3226,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/005310/SRR5437690,SRX2727627,FF_LV_RNA_1,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP102082,PRJNA379603,,379603,SRS2115924,SAMN06612111,simple,9031,Gallus gallus,FF_LV_RNA_1,,,,,male,,no,,,,,,SRA553271,,public,C20A89CA84B8FA27E58F07FEAB7F3446,0D383BA824ED12A6290ED2596BFB7C9A
SRR5437691,2017-09-18 09:59:11,2017-04-11 18:30:25,33090403,4963560450,33090403,150,3269,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/005310/SRR5437691,SRX2727628,LL_BR_RNA_2,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP102082,PRJNA379603,,379603,SRS2115923,SAMN06612110,simple,9031,Gallus gallus,LL_BR_RNA_2,,,,,male,,no,,,,,,SRA553271,,public,B87E6302B9FEA64175438EB6CD4E2720,45847B7E31E89A0E8A63CD546A9E9239
SRR5437692,2017-09-18 09:59:11,2017-04-11 18:21:30,37006315,5550947250,37006315,150,3651,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/005310/SRR5437692,SRX2727629,LL_BR_RNA_1,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP102082,PRJNA379603,,379603,SRS2115925,SAMN06612109,simple,9031,Gallus gallus,LL_BR_RNA_1,,,,,male,,no,,,,,,SRA553271,,public,E01B4E2DB06D04332423EBD34AE55B6D,F1B142FF5401DC5FA860FA82CC6CC94B
SRR5437693,2017-09-18 09:59:11,2017-04-11 18:19:58,28765403,4314810450,28765403,150,2842,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/005310/SRR5437693,SRX2727630,LF_BR_RNA_4,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP102082,PRJNA379603,,379603,SRS2115926,SAMN06612108,simple,9031,Gallus gallus,LF_BR_RNA_4,,,,,male,,no,,,,,,SRA553271,,public,8B3B628D1D557CF8C10DD744C904CD37,1727D9E60787AAB8B5EADDCA290C2C44
SRR5437694,2017-09-18 09:59:11,2017-04-11 18:22:49,35526673,5329000950,35526673,150,3532,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/005310/SRR5437694,SRX2727631,LF_BR_RNA_3,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP102082,PRJNA379603,,379603,SRS2115927,SAMN06612107,simple,9031,Gallus gallus,LF_BR_RNA_3,,,,,male,,no,,,,,,SRA553271,,public,9833B03ADCAEBCCDE9D287BE469F1C3E,D0594E4F7CA8A6CE05F3B8A805D22310
SRR5437695,2017-09-18 09:59:11,2017-04-11 18:38:54,35707463,5356119450,35707463,150,3526,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/005310/SRR5437695,SRX2727632,LF_BR_RNA_2,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP102082,PRJNA379603,,379603,SRS2115928,SAMN06612106,simple,9031,Gallus gallus,LF_BR_RNA_2,,,,,male,,no,,,,,,SRA553271,,public,6DD772037A61338EA78241D9147FE319,83925B68206DFD112BD312F08A559FBD
SRR5437696,2017-09-18 09:59:11,2017-04-11 18:33:54,35378254,5306738100,35378254,150,3513,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/005310/SRR5437696,SRX2727633,LF_BR_RNA_1,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP102082,PRJNA379603,,379603,SRS2115929,SAMN06612105,simple,9031,Gallus gallus,LF_BR_RNA_1,,,,,male,,no,,,,,,SRA553271,,public,A079DF00C47A671D747A50553F53A063,CF845DD8B6DBB93F42730F7A29BC6872
SRR5437697,2017-09-18 09:59:11,2017-04-11 18:35:37,29914359,4487153850,29914359,150,2965,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/005310/SRR5437697,SRX2727634,FL_BR_RNA_4,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP102082,PRJNA379603,,379603,SRS2115930,SAMN06612104,simple,9031,Gallus gallus,FL_BR_RNA_4,,,,,male,,no,,,,,,SRA553271,,public,AA97EF21E02C29692D2649AE062FDFC7,581A5EEA86F5B82D5989B13BF755706F
SRR5437698,2017-09-18 09:59:12,2017-04-11 18:29:29,35932164,5389824600,35932164,150,3559,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/005310/SRR5437698,SRX2727635,FL_BR_RNA_3,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP102082,PRJNA379603,,379603,SRS2115931,SAMN06612103,simple,9031,Gallus gallus,FL_BR_RNA_3,,,,,male,,no,,,,,,SRA553271,,public,FBC87BEEA885084123900975F94783C2,2A9CD5590723E319BD3300CAE4ADD5D6
SRR5437699,2017-09-18 09:59:12,2017-04-11 18:27:19,34754046,5213106900,34754046,150,3443,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/005310/SRR5437699,SRX2727636,FL_BR_RNA_2,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP102082,PRJNA379603,,379603,SRS2115932,SAMN06612102,simple,9031,Gallus gallus,FL_BR_RNA_2,,,,,male,,no,,,,,,SRA553271,,public,CAF7D1BF8AC4F90CD18BC160038CAE2B,97748F389686A19A2DAD5307221CC962
SRR5437700,2017-09-18 09:59:12,2017-04-11 18:23:08,27747377,4162106550,27747377,150,2729,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/005310/SRR5437700,SRX2727638,FL_BR_RNA_1,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP102082,PRJNA379603,,379603,SRS2115933,SAMN06612101,simple,9031,Gallus gallus,FL_BR_RNA_1,,,,,male,,no,,,,,,SRA553271,,public,52A2660E79986B8F655F9DC3C8854FBA,13A8A2ADF4649295297964CAEEA9C8D3
SRR5437701,2017-09-18 09:59:12,2017-04-11 18:23:33,29184192,4377628800,29184192,150,2881,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/005310/SRR5437701,SRX2727639,FF_BR_RNA_2,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP102082,PRJNA379603,,379603,SRS2115935,SAMN06612100,simple,9031,Gallus gallus,FF_BR_RNA_2,,,,,male,,no,,,,,,SRA553271,,public,C01B74133BFE208338304F2A1A3741F7,86367AF3EAD917BA4BE1F0162575EAD4
SRR5437703,2017-09-18 09:59:12,2017-04-11 18:24:56,27643762,4146564300,27643762,150,2744,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/005310/SRR5437703,SRX2727640,FF_BR_RNA_1,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP102082,PRJNA379603,,379603,SRS2054650,SAMN06612099,simple,9031,Gallus gallus,FF_BR_RNA_1,,,,,male,,no,,,,,,SRA553271,,public,A8E701011607CF1E105DC5ACE9577038,7A14B4DDCAD80AA83CFA12213DF338C0
SRR5457066,2017-04-19 06:30:11,2017-04-19 06:10:46,98641002,19925482404,98641002,202,12478,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/005329/SRR5457066,SRX2745134,gga_gran_TruSeq_RNA_paired_Ill_HiSeq2000,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP092128,PRJNA350712,,350712,SRS1761839,SAMN05945224,simple,9031,Gallus gallus,gga_granulocytes,,,,,male,,no,,,,,,SRA555068,,public,D3DFD02BC6D38B834DDBF61C5CE4DD32,426559DA92F5D0EE2617A3F2D379E3A7
SRR5462429,2017-04-24 11:38:07,2017-04-20 19:36:12,14839424,2225913600,14839424,150,1455,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/005334/SRR5462429,SRX2750291,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP104528,PRJNA383748,,383748,SRS2136312,SAMN06806232,simple,9031,Gallus gallus,GSM2585854,,,,,,,no,,,,,GEO,SRA555850,,public,8B2F2FBD442ADA1777D58EC81688FCD5,E104F7E04C0CA32E2031FBC049470380
SRR5462430,2017-04-24 11:38:07,2017-04-20 19:41:19,18717937,2807690550,18717937,150,1829,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/005334/SRR5462430,SRX2750292,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP104528,PRJNA383748,,383748,SRS2136310,SAMN06806231,simple,9031,Gallus gallus,GSM2585855,,,,,,,no,,,,,GEO,SRA555850,,public,D9684E386CFAC3809E0BA9AA1B17E378,0258342E2FD77FFE30D497FA9432DB16
SRR5462431,2017-04-24 11:38:07,2017-04-20 19:34:36,14116355,2117453250,14116355,150,1392,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/005334/SRR5462431,SRX2750293,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP104528,PRJNA383748,,383748,SRS2136311,SAMN06806230,simple,9031,Gallus gallus,GSM2585856,,,,,,,no,,,,,GEO,SRA555850,,public,7D2C723B5E984BD56C97CABDB9621BC1,992507489E8B76691DB3464AD39E0922
SRR5462432,2017-04-24 11:38:07,2017-04-20 19:35:36,15556726,2333508900,15556726,150,1525,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/005334/SRR5462432,SRX2750294,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP104528,PRJNA383748,,383748,SRS2136313,SAMN06806229,simple,9031,Gallus gallus,GSM2585857,,,,,,,no,,,,,GEO,SRA555850,,public,B2D7CEFAB9A668A8EE548DB88386A048,ACCEBCB00135C4B1EED844A4547D1988
SRR5462433,2017-04-24 11:38:07,2017-04-20 19:35:02,15661616,2349242400,15661616,150,1526,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/005334/SRR5462433,SRX2750295,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP104528,PRJNA383748,,383748,SRS2136314,SAMN06806228,simple,9031,Gallus gallus,GSM2585858,,,,,,,no,,,,,GEO,SRA555850,,public,D2E0823D1754AF09A679AF4B2CC3C7C5,AC665DC1F3FB9AE977709052E37BBDA3
SRR5462434,2017-04-24 11:38:07,2017-04-20 19:35:48,18508813,2776321950,18508813,150,1809,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/005334/SRR5462434,SRX2750296,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP104528,PRJNA383748,,383748,SRS2136315,SAMN06806227,simple,9031,Gallus gallus,GSM2585859,,,,,,,no,,,,,GEO,SRA555850,,public,EEFB1177C108114233ED29DAF0313C0C,4C75E10765EBA6AC7327F480C51DF6F2
SRR5462435,2017-04-24 11:38:07,2017-04-20 19:35:41,17155241,2573286150,17155241,150,1683,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/005334/SRR5462435,SRX2750297,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP104528,PRJNA383748,,383748,SRS2136316,SAMN06806226,simple,9031,Gallus gallus,GSM2585860,,,,,,,no,,,,,GEO,SRA555850,,public,2A67D6D5858EB8882F36F32ED52692CC,9CA7D51E737AFF22894F99B4FFB14DFD
SRR5462436,2017-04-24 11:38:07,2017-04-20 19:35:00,16245030,2436754500,16245030,150,1587,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/005334/SRR5462436,SRX2750298,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP104528,PRJNA383748,,383748,SRS2136317,SAMN06806225,simple,9031,Gallus gallus,GSM2585861,,,,,,,no,,,,,GEO,SRA555850,,public,AAF2A31998072180FF5FEBBCE7F194D4,3E30B8AD04C3B4700531A1F7B61EADA6
SRR5462437,2017-04-24 11:38:07,2017-04-20 19:34:30,14521834,2178275100,14521834,150,1406,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/005334/SRR5462437,SRX2750299,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP104528,PRJNA383748,,383748,SRS2136318,SAMN06806224,simple,9031,Gallus gallus,GSM2585862,,,,,,,no,,,,,GEO,SRA555850,,public,1CE7D577C810C6DE482DAEEE2562B5ED,64809EDA62080388138B34D0B759FD5C
SRR5462438,2017-04-24 11:38:07,2017-04-20 19:40:42,17305067,2595760050,17305067,150,1681,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/005334/SRR5462438,SRX2750300,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP104528,PRJNA383748,,383748,SRS2136319,SAMN06806223,simple,9031,Gallus gallus,GSM2585863,,,,,,,no,,,,,GEO,SRA555850,,public,DF0B08AC3BF47B81BECFDC6DBFB6E3A0,5E899F001A370CDE32A7DC9F9CBC006A
SRR5462439,2017-04-24 11:38:07,2017-04-20 19:35:55,18617148,2792572200,18617148,150,1855,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/005334/SRR5462439,SRX2750301,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP104528,PRJNA383748,,383748,SRS2136321,SAMN06806222,simple,9031,Gallus gallus,GSM2585864,,,,,,,no,,,,,GEO,SRA555850,,public,78BE8F1E9519C237B4967B70E9683B79,2ABF04D7951010D7095130F16A0D6A11
SRR5462440,2017-04-24 11:38:07,2017-04-20 19:35:07,15048225,2257233750,15048225,150,1540,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/005334/SRR5462440,SRX2750302,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP104528,PRJNA383748,,383748,SRS2136320,SAMN06806221,simple,9031,Gallus gallus,GSM2585865,,,,,,,no,,,,,GEO,SRA555850,,public,F8EB792609141D0691F67B4E2D17E861,517204FF7A591D89996E041BD50DFCC4
SRR5462441,2017-04-24 11:38:07,2017-04-20 19:42:42,26592492,3988873800,26592492,150,2715,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/005334/SRR5462441,SRX2750303,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP104528,PRJNA383748,,383748,SRS2136322,SAMN06806220,simple,9031,Gallus gallus,GSM2585866,,,,,,,no,,,,,GEO,SRA555850,,public,D5744B26FFFD78F5C60D3AC7CC06BE52,618FAB170F533981F12553DF56073557
SRR5462442,2017-04-24 11:38:08,2017-04-20 19:36:14,19488299,2923244850,19488299,150,1979,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/005334/SRR5462442,SRX2750304,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP104528,PRJNA383748,,383748,SRS2136323,SAMN06806219,simple,9031,Gallus gallus,GSM2585867,,,,,,,no,,,,,GEO,SRA555850,,public,94FB21B95BFC837F2DA46A2331C8BC19,B3C47FCD127EC80DAAEE82EEEECC1330
SRR5462443,2017-04-24 11:38:08,2017-04-20 19:37:43,18650999,2797649850,18650999,150,1902,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/005334/SRR5462443,SRX2750305,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP104528,PRJNA383748,,383748,SRS2136324,SAMN06806218,simple,9031,Gallus gallus,GSM2585868,,,,,,,no,,,,,GEO,SRA555850,,public,E786549451B8D92C90FA6CE37DDF1E7B,6E16C62DA73F02C227732C36BE394C3E
SRR5462444,2017-04-24 11:38:08,2017-04-20 19:41:36,18969548,2845432200,18969548,150,1935,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/005334/SRR5462444,SRX2750306,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP104528,PRJNA383748,,383748,SRS2136326,SAMN06806217,simple,9031,Gallus gallus,GSM2585869,,,,,,,no,,,,,GEO,SRA555850,,public,9E52AD7342CFD8151BA35B569972B529,F784ABF3A0092E3AD2597A00741EA338
SRR5462445,2017-04-24 11:38:08,2017-04-20 19:36:27,19505467,2925820050,19505467,150,1981,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/005334/SRR5462445,SRX2750307,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP104528,PRJNA383748,,383748,SRS2136325,SAMN06806216,simple,9031,Gallus gallus,GSM2585870,,,,,,,no,,,,,GEO,SRA555850,,public,A58A9D389DA14DE4CC5050FA293565C2,6C53B18DEE87D2C72F07C0FDF5FDD8A5
SRR5462446,2017-04-24 11:38:08,2017-04-20 19:35:02,15476685,2321502750,15476685,150,1566,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/005334/SRR5462446,SRX2750308,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP104528,PRJNA383748,,383748,SRS2136327,SAMN06806215,simple,9031,Gallus gallus,GSM2585871,,,,,,,no,,,,,GEO,SRA555850,,public,19FBE8AB132950146480904BC2762325,43323A41F3AF49FDF05EC022474BEC12
